year,title,id,imdbid,rating
1874,Passage de Venus,9602,3155794,0
1877,La Rosace Magique,9804,14495706,0
1878,Sallie Gardner at a Gallop,9603,2221420,0
1878,Le singe musicien,9806,12592084,0
1881,Athlete Swinging a Pick,9816,7816420,0
1883,Buffalo Running,9831,5459794,0
1885,L&#39;homme machine,9832,8588366,0
1887,Man Walking Around the Corner,9614,2075247,0
1887,Cockatoo Flying,9836,8133192,0
1887,Child Carrying Flowers to Woman,9837,7411790,0
1887,Jumping Over a Man&#39;s Back-Leapfrog,9838,7541160,0
1887,Man Riding Jumping Horse,9841,7754902,0
1887,Baboon Climbing a Pole,9902,8361552,0
1888,Roundhay Garden Scene,8040,0392728,0
1888,Accordion Player,9615,1758563,0
1888,Traffic Crossing Leeds Bridge,9616,0343112,0
1888,Pferd und Reiter Springen uber ein Hindernis,9675,3274100,0
1888,Brighton Street Scene,9947,2116853,0
1889,"Leisurely Pedestrians, Open Topped Buses and Hansom Cabs with Trotting Horses",9619,0466876,0
1889,Hyde Park Corner,9945,2116898,0
1890,"Monkeyshines, No. 1",9617,0361921,0
1890,"Monkeyshines, No. 2",9618,0416046,0
1890,London&#39;s Trafalgar Square,9621,1202028,0
1890,"Monkeyshines, No. 3",9678,0416047,0
1890,Mosquinha,9946,5285442,0
1890,"Traffic in King&#39;s Road, Chelsea",9944,2116968,0
1891,Dickson Greeting,9626,0241373,0
1891,Men Boxing,9628,0241715,0
1891,Newark Athlete,9629,0241763,0
1891,"Duncan and Another, Blacksmith Shop",9792,0241393,0
1891,Duncan Smoking,9793,0241392,0
1891,Duncan or Devonald with Muslin Cloud,9794,0241394,0
1891,"Monkey and Another, Boxing",9795,0241735,0
1891,Je vous aime,9800,3201916,0
1891,La vague,9802,3508566,0
1891,Two Fencers,9943,5447082,0
1892,Pauvre Pierrot,5433,0000003,0
1892,Un bon bock,9631,0000004,0
1892,Le clown et ses chiens,9632,0000002,0
1892,Fencing,9951,0241446,0
1892,Le prince de Galles,9952,0234520,0
1892,Wrestling,9948,0242148,0
1892,Boxing,9986,0241266,0
1893,Blacksmith Scene,9583,0000005,0
1894,Annabelle Butterfly Dance,9636,0229217,0
1894,Edison Kinetoscope Records: Annie Oakley,9642,8419312,0
1894,Autour d&#39;une cabine,9646,0000015,0
1894,"Barbershop, The",9648,0229235,0
1894,Bucking Broncho,9649,0309396,0
1894,Buffalo Dance,9650,0309402,0
1894,Carmencita,9651,0000001,0
1894,Edison Kinetoscopic Record of a Sneeze,9652,0000008,0
1894,Dickson Experimental Sound Film,9654,0177707,0
1894,Chinese Opium Den,9655,0000006,0
1894,Corbett and Courtney Before the Kinetograph,9656,0000007,0
1894,Falling Cat,9662,2049440,0
1894,"Glenroy Bros., No. 2",9663,0312728,0
1894,Glenroy Brothers,9664,0256782,0
1894,Leonard-Cushing Fight,9668,0203646,0
1894,"Luis Martinetti, Contortionist",9671,0277115,0
1894,Sandow No. 2,9673,2161519,0
1894,Sandow No. 3,9674,2161521,0
1894,Reve au coin du feu,9681,0413219,0
1894,Miss Jerry,9779,0000009,0
1895,Tables Turned on the Gardener,5444,0000014,0
1895,"Execution of Mary, Queen of Scots, The",6200,0132134,0
1895,Akrobatisches Potpourri,9679,0000011,1
1895,Annabelle Serpentine Dance,9683,0154152,0
1895,Italienischer Bauerntanz,9714,0000017,0
1895,Baby&#39;s Dinner,9715,0000029,1
1895,Billy Edwards and the Unknown,9766,0477266,0
1895,Blacksmith Scene,9767,0000022,0
1895,Barque sortant du port,9787,0000016,0
1896,"House of the Devil, The",4982,0000091,0
1896,Une nuit terrible,5406,0000131,0
1896,La fee aux choux,5445,0223341,0
1896,"Arrival of a Train, The",6199,0000012,0
1896,Sandow,9672,1428455,0
1896,Alger: rue Bab-Azoun,9949,1672718,0
1896,Lassage des boeufs pour le labour,9950,1736599,0
1896,Lancement d&#39;un navire,9901,0222137,0
1897,Bataille de neige,9328,0000041,0
1898,Four Heads Are Better Than One,4978,0135696,0
1898,"Astronomer&#39;s Dream; or, The Man in the Moon, The",5410,0000211,0
1898,"Temptation of St. Anthony, The",5411,0224240,0
1899,A Turn of the Century Illusionist,4994,0000246,0
1899,Cinderella,5914,0000230,3
1900,Sherlock Holmes Baffled,1594,0291476,0
1900,"Enchanted Drawing, The",4271,0000300,0
1900,Grandma&#39;s Reading Glass,4343,0000304,0
1900,As Seen Through A Telescope (a.k.a The Professor and His Field Glass),4344,0000272,0
1900,Explosion of a Motor Car (a.k.a The Dlights of Automobiling),4345,0257654,0
1900,Hamlet ( Le Duel d&#39;Hamlet),4346,0000306,0
1900,"One-Man Band, The",4993,0135453,0
1900,Grandma Threading Her Needle,5069,0377995,0
1900,"Searching Ruins on Broadway, Galveston, for Dead Bodies",5072,0230746,0
1900,Let Me Dream Again,5438,0000313,0
1900,"Doctor and the Monkey, The",5446,0227438,0
1901,L&#39;homme a la tete en caoutchouc,4995,0000359,0
1901,Reve et realite,5437,0258104,0
1901,Bluebeard,5500,0131934,0
1902,Le voyage dans la lune,1252,0000417,0
1902,Gulliver&#39;s Travels,5431,0229024,0
1902,"Twentieth Century Tramp; or, Happy Hooligan and His Airship, The",5432,0367177,0
1902,Mephistopheles&#39; School of Magic,5443,0000413,0
1903,"Great Train Robbery, The",1319,0000439,0
1903,"Infernal Boiling Pot, The",5002,0135180,0
1903,"Music Lover, The",5063,0000455,0
1903,"Monster, The",5064,0223755,0
1903,"Enchanted Well, The",5683,0189498,0
1904,"Cook in Trouble, The",5224,0215664,0
1904,"Living Playing Cards, The",5404,0135179,0
1904,"Untamable Whiskers, The",5601,0135631,0
1904,Le voyage a travers l&#39;impossible,6135,0000499,0
1905,"Scheming Gambler&#39;s Paradise, The",5003,0135690,0
1905,"Black Imp, The",5602,0215575,0
1906,"Story of the Kelly Gang, The",1349,0000574,1
1906,"Mysterious Retort, The",5024,0216016,0
1906,Humorous Phases of Funny Faces,5435,0000554,0
1906,"Hilarious Posters, The",5603,0135122,0
1906,"400 Tricks of the Devil, The",5684,0000567,0
1906,A Funny Shave,6206,0449172,0
1906,"Consequence of Feminism, The",7215,1260944,0
1907,"Eclipse: Courtship of the Sun and Moon, The",5223,0215737,0
1907,Good Glue Sticks,5615,0215817,0
1908,Unusual Cooking,6231,1802750,0
1909,"Princess Nicotine; or, The Smoke Fairy",4409,0001009,2
1909,"Devilish Tenant, The",5635,0127948,0
1909,Le barometre de la fidelite,6211,0277596,1
1910,Tilly the Tomboy Visits the Poor,1464,0232821,3
1910,Mobilier fidele,4983,0486978,0
1910,A Trip to Mars,5685,1515725,0
1912,Cleopatra,2003,0002101,2
1912,"Invaders, The",2005,0002281,0
1912,Max and the Donkey,5357,0277865,0
1913,"Voyage of the Bourrichon Family, The",5364,0003512,0
1913,Suspense,5915,0003424,0
1914,A Florida Enchantment,4457,0003973,2
1915,"Birth of a Nation, The",1258,0004972,2
1916,Gretchen the Greenhorn,2008,0006745,3
1916,Lady Windermere&#39;s Fan,2014,0279914,3
1916,"Vagabond, The",5368,0007507,0
1916,Intolerance: Love&#39;s Struggle Throughout the Ages,5944,0006864,0
1916,Snow White,7004,0007361,3
1917,A Tale of Two Cities,1981,0008652,3
1917,Rebecca of Sunnybrook Farm,1993,0008499,3
1917,"Poor Little Rich Girl, The",1994,0008443,3
1917,A Romance of the Redwoods,2015,0008519,0
1917,"Raffles, the Amateur Cracksman",2019,0008489,2
1918,Tarzan of the Apes,1996,0009682,3
1918,Stella Maris,2007,0009652,3
1918,Are Crooks Dishonest?,5441,0008844,0
1918,Ich mochte kein Mann sein,7108,0010281,3
1919,When the Clouds Roll by,2018,0010879,3
1919,Broken Blossoms or The Yellow Man and the Girl,2588,0009968,0
1920,"Cabinet of Dr. Caligari, The",1306,0010323,0
1920,Pollyanna,1991,0011588,3
1920,Within Our Gates,5948,0011870,3
1921,Orphans of the Storm,1263,0012532,3
1921,"Kid, The",3945,0012349,0
1921,"Blot, The",4204,0011979,3
1921,K&ouml;rkarlen (The Phantom Carriage),5898,0012364,2
1922,"Nosferatu, eine Symphonie des Grauens",1307,0013442,2
1922,"Phantom, The",1631,0013496,2
1922,Nathan der Weise,1778,0013428,2
1922,"Man from Beyond, The",2001,0013367,1
1922,H&auml;xan: Witchcraft Through the Ages,3800,0013257,3
1922,"Paleface, The",5361,0012543,0
1922,Nanook of the North,5901,0013427,1
1922,Foolish Wives,5958,0013140,3
1922,"Dr. Mabuse, der Spieler - Ein Bild der Zeit",5967,0013086,3
1923,Safety Last!,1961,0014429,0
1923,Why Worry?,1967,0014611,0
1923,"Silent Command, The",1998,0014469,2
1923,La souriante Madame Beudet,5888,0013626,3
1923,Our Hospitality,5949,0014341,0
1923,A Woman of Paris,8947,0014624,2
1924,Die Nibelungen,1337,0015175,2
1924,Kriemhild&#39;s Revenge,1338,0015174,2
1924,"Thief of Bagdad, The",1264,0015400,0
1924,Wild Oranges,1960,0015498,0
1924,"Navigator, The",2009,0015163,0
1924,Sherlock Jr.,2011,0015324,0
1924,Girl Shy,2016,0014945,0
1924,Manhandled,2020,0015116,3
1924,"Great White Silence, The",2413,1764657,0
1924,Help!,6209,0013845,0
1924,Greed,8458,0015881,3
1925,"Phantom of the Opera, The",1305,0016220,2
1925,Battleship Potemkin,1308,0015648,0
1925,"Gold Rush, The",1309,0015864,0
1925,Go West,1978,0015863,0
1925,"Freshman, The",2012,0015841,0
1925,Seven Chances,3077,0016332,0
1925,"Lost World, The",5514,0016039,2
1925,"Big Parade, The",5962,0015624,2
1925,Stachka,5991,0015361,0
1926,"Temptress, The",1334,0017449,1
1926,Flesh and the Devil,1260,0016884,1
1926,"General, The",1310,0017925,0
1926,For Heaven&#39;s Sake,1966,0016895,0
1926,So&#39;s Your Old Man,3217,0017410,3
1926,Die Abenteuer des Prinzen Achmed,5974,0015532,1
1927,It,1227,0018033,3
1927,Metropolis,1267,0017136,1
1927,Abel Gance&#39;s Napoleon,1312,0018192,2
1927,"Unknown, The",1311,0018528,0
1927,Sunrise: A Song of Two Humans,1632,0018455,2
1927,"Kid Brother, The",1964,0018051,0
1927,Nevada,1982,0018199,0
1927,My Best Girl,2010,0018183,3
1927,Wings,3118,0018578,1
1927,"Jazz Singer, The",5975,0018037,1
1927,Downhill [When Boys Leave Home],7324,0017825,1
1928,"Passion of Joan of Arc, The",1314,0019254,0
1928,Speedy,1963,0019412,0
1928,"Circus, The",1968,0018773,0
1928,"Cameraman, The",1970,0018742,0
1928,"Steamboat Bill, Jr.",1971,0019421,0
1928,"Racket, The",1972,0019304,0
1928,Beggars of Life,1977,0018684,0
1928,"Power of the Press, The",1979,0019290,1
1928,A Girl in Every Port,1980,0018937,0
1928,"Patsy, The",2013,0019258,3
1928,While the City Sleeps,2017,0019571,2
1928,"Man Who Laughs, The",2021,0019130,2
1928,"Crowd, The",5912,0018806,1
1928,"Docks of New York, The",5984,0018839,2
1928,Our Dancing Daughters,9314,0019237,2
1929,Un chien andalou,1313,0020530,0
1929,"Cocoanuts, The",1953,0019777,2
1929,Welcome Danger,1962,0020572,0
1929,Pandora&#39;s Box (Die B&uuml;chse der Pandora),2324,0018737,3
1929,Man with a Movie Camera,3897,0019760,0
1929,Blackmail,5979,0019702,2
1929,Throw of the Dice,6046,0020286,0
1929,Juno and the Paycock [The Shame of Mary Boyle],7287,0021015,3
1929,Broadway Melody,8464,0019729,3
1930,"Blue Angel, The",1315,0020697,1
1930,All Quiet on the Western Front,1316,0020629,0
1930,Anna Christie,1326,0020641,3
1930,Ladies of Leisure,3713,0021040,3
1930,L&#39;Age d&#39;Or,3871,0021577,0
1930,Morocco,3865,0021156,1
1930,Min and Bill,3927,0021148,3
1930,Be Yourself,4253,0020670,2
1930,"Bat Whispers, The",6782,0020668,3
1930,Murder!,7291,0021165,3
1930,Animal Crackers,8463,0020640,3
1931,M,610,0022100,3
1931,M&auml;dchen in Uniform,628,0022183,3
1931,Night Nurse,636,0022208,3
1931,Frankenstein,1317,0021884,1
1931,Anna Christie,1327,0020642,3
1931,Mata Hari,1333,0023196,3
1931,Tabu: A Story of the South Seas,1633,0022458,0
1931,Indiscreet,1828,0022000,3
1931,"Last Flight, The",1956,0022054,0
1931,Pardon Us,1974,0022251,0
1931,Dracula,1985,0021814,2
1931,Monkey Business,2384,0022158,1
1931,City Lights,2705,0021749,3
1931,"Smiling Lieutenant, The",4243,0022074,2
1931,"Cheat, The",5741,0021735,3
1931,"Public Enemy, The",5934,0022286,3
1931,La Chienne,6030,0021739,3
1931,A Nous la Liberte,6031,0022599,1
1931,Little Caesar,6043,0021079,1
1931,"Skin Game, The",7294,0022395,3
1931,Rich and Strange [East of Shanghai],7296,0023395,2
1931,Dracula,8213,0021815,3
1931,Cimarron,8467,0021746,3
1931,Hyppolit a lakaj,8557,0021985,1
1931,Skippy,9095,0022397,3
1931,"Champ, The",9110,0021730,1
1932,I Am a Fugitive from a Chain Gang,1318,0023042,1
1932,Grand Hotel,1328,0022958,3
1932,"Age of Consent, The",1983,0022614,2
1932,Horse Feathers,2383,0023027,1
1932,White Zombie,2550,0023694,0
1932,Boudu Saved from Drowning,2767,0022718,1
1932,"I Was Born, But...",3530,0023634,1
1932,"Most Dangerous Game, The",3658,0023238,0
1932,Freaks,3659,0022913,2
1932,Island of Lost Souls,3844,0024188,1
1932,"Old Dark House, The",4775,0023293,3
1932,Merrily We Go to Hell,5742,0023213,3
1932,"Girl from Calgary, The",5783,0022940,2
1932,Vampyr,5910,0023649,3
1932,Shanghai Express,5929,0023458,3
1932,Three on a Match,6051,0023590,3
1932,Love Me Tonight,6052,0023158,2
1932,Scarface,6063,0023427,1
1932,Red-Headed Woman,6092,0023385,3
1932,"Death Kiss, The",6176,0023935,1
1932,Thirteen Women,6852,0023582,3
1932,"Blue Light (Das Blaue Licht), The",6990,0022694,1
1932,Number 17,7301,0023285,0
1933,Footlight Parade,802,0024028,3
1933,Queen Christina,1330,0024481,3
1933,"Private Life of Henry VIII., The",1248,0024473,1
1933,King Kong,2229,0024216,0
1933,Little Women,2231,0024264,3
1933,Alice in Wonderland,3188,0023753,3
1933,"Vampire Bat, The",3210,0024727,3
1933,42nd Street,4335,0024034,3
1933,Day of Reckoning,5029,0023932,3
1933,Duck Soup,5185,0023969,1
1933,Tomorrow at Seven,5752,0024679,3
1933,Gold Diggers of 1933,5916,0024069,3
1933,Female,6056,0024008,3
1933,A Study in Scarlet,6193,0024625,3
1933,"Peanut Vendor, The",6205,0024432,0
1933,"Invisible Man, The",7450,0024184,1
1933,Baby Face,7528,0023775,3
1933,Design for Living,8346,0023940,1
1933,Cavalcade,8477,0023876,3
1934,It Happened One Night,621,0025316,3
1934,"Cat&#39;s-Paw, The",1324,0024961,1
1934,"Scarlet Empress, The",1325,0025746,3
1934,"Painted Veil, The",1329,0025617,1
1934,"Count of Monte Cristo, The",1246,0025004,1
1934,Cleopatra,1270,0024991,1
1934,Of Human Bondage,1379,0025586,1
1934,L&#39;atalante,1795,0024844,0
1934,"Lost Patrol, The",1969,0025423,0
1934,Spitfire,4443,0025822,3
1934,Maniac,4702,0025465,3
1934,Anne of Green Gables,5319,0024831,3
1934,Lost in the Stratosphere,5523,0025424,2
1934,Search for Beauty,5821,0025755,3
1934,Evelyn Prentice,6772,0025091,3
1934,"Man Who Knew Too Much, The",7304,0025452,3
1934,Imitation of Life,7999,0025301,3
1934,Mystery Liner,8653,0025543,0
1935,Top Hat,595,0027125,2
1935,"39 Steps, The",1242,0026029,3
1935,Anna Karenina,1261,0026071,2
1935,Mutiny on the Bounty,1361,0026752,1
1935,Naughty Marietta,1685,0026768,3
1935,Roberta,2362,0026942,3
1935,Magnificent Obsession,2756,0026667,3
1935,A Night At The Opera,3881,0026778,1
1935,"Bride of Frankenstein, The",3891,0026138,3
1935,"Lady in Scarlet, The",5750,0026599,2
1935,"Riverside Murder, The",5913,0026939,2
1935,Mad Love,7998,0026663,2
1936,Swing Time,596,0028333,1
1936,Modern Times,1323,0027977,0
1936,"Charge of the Light Brigade, The",1237,0027438,1
1936,San Francisco,1359,0028216,1
1936,Wife vs. Secretary,1360,0028505,2
1936,"Petrified Forest, The",1369,0028096,3
1936,Mr. Deeds Goes to Town,1992,0027996,3
1936,Born to Dance,2363,0027387,3
1936,Revolt of the Zombies,2554,0028174,0
1936,Earthworm Tractors,2699,0027562,1
1936,Osaka Elegy,2853,0028021,3
1936,Theodora Goes Wild,3280,0028355,3
1936,"Great Ziegfeld, The",3401,0027698,3
1936,"Mandarin Mystery, The",3548,0029207,3
1936,"Only Son, The",3560,0027752,3
1936,Camille,3598,0028683,3
1936,Pennies from Heaven,4010,0028092,3
1936,Romeo and Juliet,4069,0028203,3
1936,Bullets or Ballots,4143,0027407,3
1936,My Man Godfrey,5852,0028010,2
1936,Sabotage,5926,0028212,3
1936,Fury,6096,0027652,2
1936,Murder at Glen Athol,6174,0028000,3
1936,Il caso Valdemar,6210,3427056,0
1936,These Three,7227,0028356,2
1936,Secret Agent,7308,0028231,3
1936,Dracula&#39;s Daughter,7992,0027545,3
1937,Shall We Dance,597,0029546,1
1937,Stage Door,631,0029604,3
1937,Stella Dallas,795,0029608,3
1937,Conquest,1332,0028739,2
1937,Topper,1335,0029682,2
1937,Lost Horizon,1336,0029162,2
1937,"Prisoner of Zenda, The",1240,0029442,1
1937,Knight Without Armor,1244,0029087,2
1937,Parnell,1358,0029377,2
1937,Snow White and the Seven Dwarfs,1976,0029583,3
1937,A Day at the Races,2382,0028772,2
1937,Nothing Sacred,3968,0029322,0
1937,Make Way for Tomorrow,4255,0029192,3
1937,Murder at the Baskervilles (Silver Blaze),5617,0029565,1
1937,Pepe le Moko,5740,0029453,2
1937,"Awful Truth, The",6554,0028597,3
1937,"Girl Was Young, The",7317,0029811,3
1937,Marked Woman,7877,0029217,3
1937,"Bizarre, Bizarre",8473,0027552,3
1937,"Life of Emile Zola, The",8478,0029146,1
1937,Wee Willie Winkie,10352,0029751,3
1938,Carefree,594,0029971,2
1938,"Lady Vanishes, The",620,0030341,3
1938,Holiday,994,0030241,3
1938,"Dawn Patrol, The",1238,0030044,0
1938,Jezebel,1367,0030287,2
1938,"Sisters, The",1378,0030755,2
1938,Boys Town,2467,0029942,0
1938,"Mr. Wong, Detective",2590,0030473,1
1938,"Adventures of Robin Hood, The",3103,0029843,2
1938,Bluebeard&#39;s Eighth Wife,3283,0029929,2
1938,Bringing Up Baby,3400,0029947,3
1938,Four Daughters,3951,0030149,3
1938,"Mad Miss Manton, The",4495,0030396,3
1938,"Baker&#39;s Wife, The",6042,0030127,1
1938,Angels with Dirty Faces,7290,0029870,1
1939,"Wizard of Oz, The",174,0032138,3
1939,Gone with the Wind,291,0031381,3
1939,Dodge City,383,0031235,2
1939,"Women, The",588,0032143,3
1939,Stagecoach,593,0031971,3
1939,Wuthering Heights,1239,0032145,2
1939,"Goodbye, Mr. Chips",1245,0031385,2
1939,Ninotchka,1259,0031725,3
1939,Juarez,1368,0031516,2
1939,Dark Victory,1370,0031210,3
1939,Essex and Elizabeth,1371,0031826,2
1939,Young Mr. Lincoln,1382,0032155,2
1939,Jesse James,1383,0031507,2
1939,Drums Along the Mohawk,1384,0031252,2
1939,"Story of Alexander Graham Bell, The",1385,0031981,2
1939,"Flying Deuces, The",1973,0031322,0
1939,"Hunchback of Notre Dame, The",2086,0031455,0
1939,At the Circus,2372,0031060,2
1939,"Gorilla, The",2555,0031387,3
1939,Mr. Wong in Chinatown,2622,0031680,1
1939,Of Mice and Men,2851,0031742,1
1939,"Rules of the Game, The",3089,0031885,3
1939,Babes in Arms,3723,0031066,3
1939,Destry Rides Again,5634,0031225,3
1939,Nancy Drew... Reporter,5763,0031709,3
1939,"Adventures of Sherlock Holmes, The",5863,0031022,3
1939,Mr. Smith Goes to Washington,5946,0031679,2
1939,Jamaica Inn,7322,0031505,3
1939,Le jour se l&egrave;ve,8098,0031514,2
1939,Gulliver&#39;s Travels,8511,0031397,0
1939,Love Affair,9038,0031593,3
1940,Pinocchio,478,0032910,1
1940,Rebecca,618,0032976,3
1940,"Thief of Bagdad, The",1265,0033152,0
1940,"Mortal Storm, The",1501,0032811,3
1940,Comrade X,1355,0032349,2
1940,Boom Town,1356,0032273,1
1940,Strange Cargo,1357,0033105,0
1940,"Return of Frank James, The",1366,0032983,0
1940,"All This, and Heaven Too",1373,0032194,2
1940,"Letter, The",1380,0032701,2
1940,"Grapes of Wrath, The",1387,0032551,3
1940,A Chump at Oxford,1975,0032339,0
1940,"Ape, The",2556,0032215,3
1940,Santa Fe Trail,2678,0033021,1
1940,His Girl Friday,3033,0032599,3
1940,"Sea Hawk, The",3050,0033028,3
1940,"Great Dictator, The",3470,0032553,3
1940,Pride and Prejudice,4257,0032943,3
1940,Primrose Path,4354,0032946,3
1940,Chamber of Horrors / Door with the Seven Locks,4363,0032406,2
1940,"Dance, Girl, Dance",4415,0032376,3
1940,"Philadelphia Story, The",4943,0032904,3
1940,Fantasia,5039,0032455,0
1940,Anne Of Windy Poplars,5320,0032211,3
1940,Gaslight,5773,0031359,3
1940,"Last Alarm, The",5802,0032690,3
1940,Foreign Correspondent,7311,0032484,1
1940,"Shop Around the Corner, The",7861,0033045,3
1940,Knute Rockne All American,8480,0032676,1
1941,Two-Faced Woman,1331,0034328,2
1941,"Shanghai Gesture, The",1512,0034175,3
1941,"Maltese Falcon, The",1230,0033870,1
1941,Citizen Kane,1266,0033467,1
1941,Dumbo,1117,0033563,2
1941,"Little Foxes, The",1372,0033836,2
1941,"Lady Eve, The",1386,0033804,2
1941,"Devil and Miss Jones, The",1682,0033533,3
1941,Mr. Bug Goes to Town,1941,0033727,1
1941,High Sierra,2410,0033717,1
1941,"Wolf Man, The",2436,0034398,2
1941,Cheers for Miss Bishop,2446,0033459,3
1941,Men of Boys Town,2468,0033902,1
1941,49th Parallel,2867,0033627,0
1941,Buck Privates,2906,0033436,3
1941,Hold That Ghost,2910,0033723,3
1941,Meet John Doe,3717,0033891,3
1941,Sullivan&#39;s Travels,4359,0034240,3
1941,Murder by Invitation,6171,0033928,3
1941,Ladies In Retirement,6318,0033802,1
1941,Suspicion,7329,0034248,3
1941,Sun valley serenade,8625,0034241,0
1941,How Green Was My Valley,8983,0033729,3
1941,"Reluctant Dragon, The",9025,0034091,3
1941,King of the Zombies,9192,0033787,3
1941,Ball of Fire,10347,0033373,2
1942,"Major and the Minor, The",681,0035019,3
1942,"Now, Voyager",689,0035140,3
1942,Casablanca,1076,0034583,1
1942,"Magnificent Ambersons, The",1289,0035015,2
1942,Bambi,1116,0034492,1
1942,Son of Fury: The Story of Benjamin Blake,1388,0035360,1
1942,For Me and My Gal,1675,0034746,3
1942,I Married an Angel,1686,0034882,3
1942,Cat People,2708,0034587,3
1942,Black Dragons,3518,0034521,0
1942,There Was a Father,3789,0034591,0
1942,Tales of Manhattan,3875,0035415,2
1942,"Man Who Came to Dinner, The",4475,0033874,3
1942,Woman of the Year,4870,0035567,3
1942,To Be or Not to Be,5303,0035446,0
1942,Sherlock Holmes and the Secret Weapon,5859,0035317,1
1942,Saboteur,5938,0035279,1
1942,Saboteur,5939,0035279,1
1942,Mrs. Miniver,6384,0035093,3
1942,Saludos Amigos,7696,0036326,0
1942,"Corpse Vanishes, The",7697,0034613,1
1942,"Gay Sisters, The",10343,0034770,3
1943,Old Acquaintance,1374,0036230,3
1943,Watch on the Rhine,1375,0036515,3
1943,Girl Crazy,1691,0035942,1
1943,I Walked with a Zombie,1955,0036027,3
1943,"Sky&#39;s the Limit, The",1959,0036363,1
1943,Sahara,1987,0036323,0
1943,Guadalcanal Diary,1988,0035957,0
1943,Tender Comrade,2407,0036418,3
1943,Day of Wrath,3753,0036506,3
1943,"Life and Death of Colonel Blimp, The",3839,0036112,2
1943,Le Corbeau: The Raven,3890,0035753,3
1943,Shadow of a Doubt,4617,0036342,3
1943,Judo Saga (Sanshiro Sugata),4699,0036400,0
1943,Cry &#39;Havoc&#39;,5209,0035770,3
1943,Fires Were Started,5554,0035881,0
1943,"Ox-Bow Incident, The",6310,0036244,1
1943,So Proudly We Hail!,6315,0036367,3
1943,Jane Eyre,6781,0036969,3
1943,"More the Merrier, The",7410,0036172,1
1943,La main du diable,7475,0035017,1
1943,Angels of Sin,7834,0035636,3
1943,"Seventh Victim, The",8090,0036341,3
1943,China,8501,0035735,3
1943,Ossessione,8801,0035160,1
1943,Millions Like Us,10283,0036160,3
1944,Arsenic and Old Lace,201,0036613,3
1944,Double Indemnity,1416,0036775,3
1944,Mr. Skeffington,1376,0037094,2
1944,Meet Me in St. Louis,1676,0037059,3
1944,Hail the Conquering Hero,1683,0036891,2
1944,Torment,2045,0036914,0
1944,Window in the Window,2181,0037469,1
1944,Laura,2715,0037008,3
1944,Cover Girl,3134,0036723,3
1944,Since You Went Away,3154,0037280,3
1944,To Have and Have Not,3245,0037382,3
1944,I&#39;ll Be Seeing You,3279,0036940,3
1944,National Velvet,4222,0037120,3
1944,"Most Beautiful (Ichiban utsukushiku), The",4698,0036947,3
1944,Lifeboat,5983,0037017,3
1944,"Three Caballeros, The",6319,0038166,0
1944,Minstrel Man,6420,0037076,1
1944,A Canterbury Tale,6515,0036695,3
1944,"Uninvited, The",9270,0037415,3
1944,Die Feuerzangenbowle,9718,0036818,1
1945,Mildred Pierce,794,0037913,3
1945,I Know Where I&#39;m Going,1213,0037800,3
1945,"Seventh Veil, The",1280,0038924,3
1945,Brief Encounter,1544,0037558,3
1945,Along Came Jones,1639,0037508,0
1945,Isle of the Dead,2004,0037820,3
1945,"Enchanted Cottage, The",2434,0037671,3
1945,"Objective, Burma!",3271,0037954,0
1945,"Lost Weekend, The",3583,0037884,2
1945,Detour,3999,0037638,1
1945,Spellbound,4252,0038109,3
1945,"Rome, Open City",4428,0038890,3
1945,Scarlet Street,5081,0038057,3
1945,Children of Paradise,5129,0037674,2
1945,Keep Your Powder Dry,5677,0037843,3
1945,"Woman in Green, The",5856,0038259,3
1945,Anchors Aweigh,6017,0037514,0
1945,Thin Man Goes Home,6848,0037365,2
1945,"Red Dragon, The",6945,0038017,1
1945,Dead of Night,7185,0037635,3
1945,Les dames du Bois de Boulogne,7835,0037630,3
1945,"Wicked Lady, The",9005,0038250,3
1945,Leave Her to Heaven,10235,0037865,3
1945,"Corn Is Green, The",10345,0037614,3
1946,Notorious,622,0038787,2
1946,"Harvey Girls, The",786,0038589,3
1946,"Big Sleep, The",971,0038355,1
1946,"Postman Always Rings Twice, The",1424,0038854,1
1946,Stairway to Heaven,1231,0038733,0
1946,Beauty and the Beast,1268,0038348,3
1946,Deception,1377,0038461,0
1946,Devotion,1381,0038474,3
1946,Two Sisters from Boston,1680,0039054,3
1946,It&#39;s a Wonderful Life,2235,0038650,3
1946,"Jolson Story, The",2654,0038661,1
1946,Gilda,2809,0038559,0
1946,"Strange Woman, The",3145,0038990,3
1946,My Darling Clementine,3783,0038762,1
1946,"Best Years of Our Lives, The",3982,0036868,2
1946,Dressed to Kill,4002,0038494,3
1946,Duel in the sun,4900,0038499,2
1946,"Chase, The",5497,0038409,1
1946,Song of the South,5646,0038969,2
1946,Terror by Night,5872,0039017,1
1946,"Dark Corner, The",5961,0038453,1
1946,"Stranger, The",7671,0038991,3
1946,Make Mine Music,8052,0038718,1
1946,"Years Between, The",8354,0039112,3
1946,Great Expectations,9182,0038574,2
1947,Black Narcissus,1211,0039192,3
1947,"Exile, The",1235,0039360,1
1947,Odd Man Out,1278,0039677,2
1947,Good News,1679,0039431,2
1947,"Shocking Miss Pilgrim, The",1681,0039819,3
1947,"Egg and I, The",2287,0039349,3
1947,"Paradine Case, The",2330,0039694,2
1947,"Ghost and Mrs. Muir, The",3047,0039420,3
1947,Gunfighters,3112,0039441,2
1947,Crossfire,4411,0039286,2
